id,incident_date,day_of_week,city,state,description,plan,citation
5446,2014-04-08,tuesday  ,chalfont,pennsylvania,Worker struck and killed by the roller shaft from a lathe machine.,unknown,unknown
5447,2014-04-08,tuesday  ,parkersburg,west virginia,Worker killed in vehicle crash.,unknown,unknown
5448,2014-04-07,monday   ,iowa city,iowa,Worker died from fall while repairing wall.,unknown,unknown
5449,2014-04-07,monday   ,santurce,puerto rico,Worker killed after falling through skylight.,unknown,unknown
5450,2014-04-07,monday   ,inglewood,california,Worker repairing an AC unit died in fall from forklift.,unknown,unknown
5451,2014-04-07,monday   ,berkeley,california,Worker died after falling from lift.,unknown,unknown
5452,2014-04-07,monday   ,los angeles,california,Worker electrocuted while installing security cameras.,unknown,unknown
5453,2014-04-06,sunday   ,fayetteville,north carolina,Worker died from fall while cutting tree branches.,unknown,unknown
5454,2014-04-06,sunday   ,brooklyn,new york,Worker died from carbon monoxide poisoning.,unknown,unknown
5455,2014-04-06,sunday   ,ridgeville,south carolina,Worker struck and killed by vehicle.,unknown,unknown
5456,2014-04-05,saturday ,belmont,ohio,Worker crushed by blow-out preventer.,unknown,unknown
5457,2014-04-04,friday   ,ecorse,michigan,Worker struck and killed by counterweights from a crane.,unknown,unknown
5458,2014-04-04,friday   ,beaver,west virginia,Worker killed when hay roll fell on him.,unknown,unknown
5459,2014-04-04,friday   ,haverhill,ohio,Worker clearing a drain line died after being sprayed with chemicals.     ,unknown,unknown
5460,2014-04-04,friday   ,midland,texas,Worker died in fire caused by heater.,unknown,unknown
5461,2014-04-04,friday   ,arrington,virginia,Worker repairing brakes killed after becoming caught and dragged by bus.,unknown,unknown
5462,2014-04-03,thursday ,stuttgart,arkansas,Worker repairing back-hoe tire died after the tire burst.,unknown,unknown
5463,2014-04-03,thursday ,houma,louisiana,Employee struck and killed by steel plate while working on crane support. ,unknown,unknown
5464,2014-04-02,wednesday,harrington,delaware,Worker killed when fork truck struck concrete barrier.,unknown,unknown
5465,2014-04-02,wednesday,bullard,texas,Worker electrocuted when bucket contacted an energized powerline.  ,unknown,unknown
5466,2014-04-02,wednesday,pine bluff,arkansas,Worker crushed and killed by farm tractor.,unknown,unknown
5467,2014-04-02,wednesday,buhl,idaho,Worker died in fall from roof.,unknown,unknown
5468,2014-04-02,wednesday,new york,new york,Worker died after falling from scaffold.,unknown,unknown
5469,2014-04-01,tuesday  ,shamrock,texas,Worker electrocuted when mast of well drilling rig contacted overhead power lines.,unknown,unknown
5470,2014-04-01,tuesday  ,bagley,minnesota,Worker crushed and killed by overhead door.,unknown,unknown
5471,2014-04-01,tuesday  ,bradley,illinois,Worker killed when powered industrial vehicle tipped over.,unknown,unknown
5472,2014-04-01,tuesday  ,cary,mississippi,Worker killed after falling through a skylight.,unknown,unknown
5473,2014-04-01,tuesday  ,kingfisher,oklahoma,Worker sturck and killed by bulldozer.,unknown,unknown
5474,2014-04-01,tuesday  ,tampa,florida,Worker electrocuted after contacting live wire.,unknown,unknown
5475,2014-04-01,tuesday  ,houston,texas,Worker setting up cables died after falling through skylight.,unknown,unknown
5476,2014-04-01,tuesday  ,grayville,illinois,Worker killed after being pinned between a boom arm and cab.   ,unknown,unknown
5477,2014-03-31,monday   ,fernley,nevada,Worker fatally crushed by pipe.,unknown,unknown
5478,2014-03-31,monday   ,west carrollton,ohio,Worker killed after being caught between furnace door and conveyor.,unknown,unknown
5479,2014-03-31,monday   ,coopersburg,pennsylvania,Worker killed when tire on loader tire burst.,unknown,unknown
5480,2014-03-31,monday   ,baton rouge,louisiana,Worker struck and killed by vehicle while collecting store carts.,unknown,unknown
5481,2014-03-31,monday   ,st. paul,minnesota,Worker killed in fall from roof.,unknown,unknown
5482,2014-03-31,monday   ,johnson city,new york,Worker shot and killed.,unknown,unknown
5483,2014-03-31,monday   ,clarksburg,maryland,Worker stuck and killed by skid steer.,unknown,unknown
5484,2014-03-27,thursday ,southern pines,north carolina,Worker killed in fall from roof.,unknown,unknown
5485,2014-03-27,thursday ,lamar,south carolina,Worker killed in fall from tractor.,unknown,unknown
5486,2014-03-27,thursday ,pelham,georgia,Worker in a grain storage silo killed after becoming entrapped by sweep auger.,unknown,unknown
5487,2014-03-27,thursday ,greensboro,north carolina,Worker died when a mixing tank caught fire.,unknown,unknown
5488,2014-03-27,thursday ,salkum,washington,Worker struck and killed by falling limb while performing tree cutting operations.,unknown,unknown
5489,2014-03-26,wednesday,diamond,ohio,Worker painting a bathroom died in fire caused by space heater.,unknown,unknown
5490,2014-03-26,wednesday,hillside,new jersey,Worker died from injuries after falling in cafeteria.,unknown,unknown
5491,2014-03-25,tuesday  ,brookhaven,mississippi,Worker performing flagging duties was struck and killed by a motor vehicle.,unknown,unknown
5492,2014-03-25,tuesday  ,carmel,indiana,Worker killed by electric arc flash while installing grounds on conductors.,unknown,unknown
5493,2014-03-25,tuesday  ,westmoreland,kansas,Two workers killed when a wireless communications tower collapsed.  ,unknown,unknown
5494,2014-03-24,monday   ,san juan,puerto rico,Worker was run over by a top loader.,unknown,unknown
5495,2014-03-23,sunday   ,toms river,new jersey,Worker died in fall from step ladder.,unknown,unknown
5496,2014-03-23,sunday   ,paragould,arkansas,Worker electrocuted after contacting power cord.,unknown,unknown
5497,2014-03-22,saturday ,hannibal,ohio,Worker struck and killed by falling tree. ,unknown,unknown
5498,2014-03-21,friday   ,boston,massachusetts,Worker killed in fall down elevator shaft. ,unknown,unknown
5499,2014-03-21,friday   ,catoosa,oklahoma,Worker crushed by dump truck.,unknown,unknown
5500,2014-03-21,friday   ,towson,maryland, Worker struck and killed by motor vehicle.,unknown,unknown
5501,2014-03-20,thursday ,killdeer,north dakota,Worker struck and killed by traveling blocks while working on a drilling rig.,unknown,unknown
5502,2014-03-20,thursday ,sinton,texas,Worker struck and killed by motor vehicle.,unknown,unknown
5503,2014-03-20,thursday ,tecumseh,nebraska,Worker died from exposure to anhydrous ammonia released during transfer from tanker trailer to bulk storage tank.,unknown,unknown
5504,2014-03-20,thursday ,newport coast,california,Worker drowned in pool.,unknown,unknown
5505,2014-03-20,thursday ,marietta,new york,Worker performing maintenance on truck was crushed by  hydraulic dump body. ,unknown,unknown
5506,2014-03-19,wednesday,chicago,illinois,Worker died after falling from ladder.,unknown,unknown
5507,2014-03-19,wednesday,bella vista,california,Worker killed in fall from height.,unknown,unknown
5508,2014-03-19,wednesday,converse,texas,Worker struck and run over by truck.     ,unknown,unknown
5509,2014-03-19,wednesday,cleone,california,Worker shot while in pursuit of suspect.,unknown,unknown
5510,2014-03-18,tuesday  ,seattle,washington,Two workers killed in a news helicopter crash. ,unknown,unknown
5511,2014-03-18,tuesday  ,atlanta,georgia,Worker killed in fall on stairway.,unknown,unknown
5512,2014-03-18,tuesday  ,joliet,illinois,Worker killed in motor vehicle collision.,unknown,unknown
5513,2014-03-17,monday   ,oak forest,illinois,Worker responding to domestic violence call struck and killed by a motor vehicle.,unknown,unknown
5514,2014-03-17,monday   ,oakland,california,Boxer killed after being struck while sparring.,unknown,unknown
5515,2014-03-17,monday   ,grand rapids,michigan,Worker repairing tire was crushed when truck cab fell on him.,unknown,unknown
5516,2014-03-17,monday   ,wilton manors,florida,Worker killed in motor vehicle collision.,unknown,unknown
5517,2014-03-16,sunday   ,santa rosa beach,florida,Worker killed in fall from truck. ,unknown,unknown
5518,2014-03-15,saturday ,punta gorda,florida,Worker electrocuted while repairing machine.,unknown,unknown
5519,2014-03-15,saturday ,matthews,north carolina,Worker struck and killed by skid steer loader. ,unknown,unknown
5520,2014-03-15,saturday ,sacramento,california,Worker killed in fall from scaffold platform. ,unknown,unknown
5521,2014-03-15,saturday ,fowlerton,texas,Worker struck and killed by unsecured equipment.,unknown,unknown
5522,2014-03-15,saturday ,lake preston,south dakota,Worker engulfed by beans while cleaning storage bin.,unknown,unknown
5523,2014-03-15,saturday ,smith grove,kentucky,Worker killed in truck fire after motor vehicle collision.,unknown,unknown
5524,2014-03-14,friday   ,rankin,texas,Worker killed in a motor vehicle collision.,unknown,unknown
5525,2014-03-14,friday   ,marysville,washington,Worker killed when riding lawnmower flipped over onto him.,unknown,unknown
5526,2014-03-14,friday   ,garland,texas,Worker struck and killed by falling signs. ,unknown,unknown
5527,2014-03-14,friday   ,greensboro,north carolina,Worker died from fall while cleaning duct work box.,unknown,unknown
5528,2014-03-14,friday   ,cedar rapids,iowa,Worker struck and killed by metal boring rods during cutting.,unknown,unknown
5529,2014-03-14,friday   ,shreveport,louisiana,Worker struck and killed when pipes rolled off trailer during unloading.,unknown,unknown
5530,2014-03-13,thursday ,orwigsburg,pennsylvania,Worker was run over by delivery truck.,unknown,unknown
5531,2014-03-13,thursday ,saint francisville,louisiana,Worker died from head injury after being ejected from golf cart.,unknown,unknown
5532,2014-03-13,thursday ,north bend,oregon,Worker killed after being struck by truck's unsecured tailgate.,unknown,unknown
5533,2014-03-13,thursday ,brooklyn,new york,Worker died from carbon monoxide poisoning.,unknown,unknown
5534,2014-03-12,wednesday,auburn,kentucky,Worker caught and killed in a press while trying to retrieve a hammer.,unknown,unknown
5535,2014-03-12,wednesday,irvine,pennsylvania,Worker was killed when fuel tank exploded. ,unknown,unknown
5536,2014-03-12,wednesday,little rock,arkansas,Temporary worker killed in fall from rooftop. ,unknown,unknown
5537,2014-03-11,tuesday  ,sarasota,florida,Worker struck and killed by a piece of equipment when a jack failed. ,unknown,unknown
5538,2014-03-11,tuesday  ,dutch harbor,alaska,Worker struck and killed by heavy object in explosion.,unknown,unknown
5539,2014-03-11,tuesday  ,honolulu,hawaii,Worker killed in fall from pallet of boxes.,unknown,unknown
5540,2014-03-11,tuesday  ,dallas,texas,Worker killed in motor vehicle collision. ,unknown,unknown
5541,2014-03-11,tuesday  ,newport,arkansas,Worker killed after being caught in machinery while clearing a jam. ,unknown,unknown
5542,2014-03-11,tuesday  ,corpus christi,texas,Four employees hospitalized with burns from a flash fire. ,unknown,unknown
5543,2014-03-11,tuesday  ,enterprise,oregon,Worker erecting grain silo died in scaffold collapse.,unknown,unknown
5544,2014-03-10,monday   ,schenectady,new york,Worker crushed between a truck and carwash spray booth. ,unknown,unknown
5545,2014-03-10,monday   ,long beach,california,Worker died from fall while performing tree trimming operations.,unknown,unknown
5546,2014-03-10,monday   ,south beloit,illinois,Employer died after being caught in the tail pulley of a shredding machine conveyor belt. ,unknown,unknown
5547,2014-03-10,monday   ,hanover,minnesota,Worker struck and killed by pipe while loading truck.,unknown,unknown
5548,2014-03-10,monday   ,hayward,california,Worker was struck and killed by a motor vehicle.,unknown,unknown
5549,2014-03-10,monday   ,parish,new york,Worker struck and killed while performing logging operations.,unknown,unknown
5550,2014-03-10,monday   ,italy,texas,Worker backed over by truck during litter control operations. ,unknown,unknown
5551,2014-03-09,sunday   ,saint james,louisiana,Worker killed in fall from bridge.,unknown,unknown
5552,2014-03-09,sunday   ,toa baja,puerto rico,Worker was struck and killed by truck that was backing up.,unknown,unknown
5553,2014-03-09,sunday   ,buffalo,new york,Worker died from head injury suffered in fall.,unknown,unknown
5554,2014-03-08,saturday ,remsen,iowa,Worker killed in fall from frost covered roof.,unknown,unknown
5555,2014-03-08,saturday ,newberry,south carolina,Worker killed after becoming caught in food blender during cleaning operations.,unknown,unknown
5556,2014-03-07,friday   ,buffalo,new york,Worker repairing a fuel pump was fatally burned when gasoline ignited.,unknown,unknown
5557,2014-03-06,thursday ,brooklyn,new york,Worker killed in fall while installing decking.,unknown,unknown
5558,2014-03-06,thursday ,overton,nevada,Worker was pinned and crushed between rolling vehicle and rocks.,unknown,unknown
5559,2014-03-06,thursday ,south plainfield,new jersey,Worker crushed by steel beams.,unknown,unknown
5560,2014-03-06,thursday ,hastings,michigan,Worker was fatally mauled by a bull.,unknown,unknown
5561,2014-03-06,thursday ,brownfield,texas,Worker crushed and killed by a tank.,unknown,unknown
5562,2014-03-05,wednesday,cedar rapids,iowa,Worker was electrocuted by live electrical storage capacitor. ,unknown,unknown
5563,2014-03-05,wednesday,shelby twp,michigan,Worker checking parts on an injection molding machine was crushed when the machine activated.,unknown,unknown
5564,2014-03-04,tuesday  ,ewing,new jersey,Three employees were hospitalized from a gas leak explosion.,unknown,unknown
5565,2014-03-04,tuesday  ,flint,michigan,Worker was pinned and crushed between trailer and truck.,unknown,unknown
5566,2014-03-04,tuesday  ,pagosa springs,colorado,Employee died in a cave-in caused by an avalanche. ,unknown,unknown
